what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328210347046
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328210363953
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328210365937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328210370359
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1328210371031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328210371765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328210372046
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328210372406
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328210405859
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328210409078
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328210410078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328210413000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210414437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210415765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210417000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210418218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210419218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210432234
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328210434828
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328210435671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210473703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210494015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328210496500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328210503468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210504750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210506203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210507406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210508546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210509531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210524750
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328210526906
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328210527656
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328210529203
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328210545250
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328210546125
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328210560578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.maximizePart",1328210582265
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328210584187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.maximizePart",1328210584328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328210588562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210590171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210591484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210592734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210593937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210594921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210606984
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328210609078
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328210609703
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328210668281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1328210671515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210673125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210674578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210675765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210677000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210677937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328210687000
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328210690031
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328210690750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328210701656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328210701937
